content,label
"Yo, man
Yo
Open up, man
Yeah, what do you want, man?
My girl just caught me
You let her catch you?
I don't know how all of this happened
With who?
The girl next door, ya know?
Man, I don't know what to do
Say it wasn't you
Alright...

Honey came in and she caught me red-handed
Creepin' with the girl next door
Picture this, we were both butt naked
Bangin' on the bathroom floor
How could I forget that I had
Given her an extra key?
All this time she was standing there
She never took her eyes off me

How ya fi give ya woman access to your villa?
Trespass and a witness all the hackling on the pillow
You better watch your back before she turn into a killer
Best review the situation that you caught up inna
To be a true player you've to know how to play
If she say, “a night”, convince her, say, “a day”
Never admit to a word what she say
And if she claim a yuh, tell her, “Baby, no way!”

But she caught me on the counter (Wasn't me)
Saw me bangin' on the sofa (Wasn't me)
I even had her in the shower (Wasn't me)
She even caught me on camera (Wasn't me)
She saw the marks on my shoulder (Wasn't me)
Heard the words that I told her (Wasn’t me)
Heard the screams getting louder (Wasn’t me)
She stayed until it was over

Honey came in and she caught me red-handed
Creepin' with the girl next door
Picture this, we were both butt naked
Bangin' on the bathroom floor
I had tried to keep her from what
She was about to see
Why should she believe me
When I told her it wasn't me?

Makes you know say that she really no right for vex
A never you she see yah make the gigolo flex
A smaddy else a favor you inna di complex
Seein' is believin', so you better change your specs
You know she a go bring a whole heap a things up from the past
All the little evident, you betta know fe mask
Quick 'pon yuh hansa, know how fe talk
But if she pack a gun, you know, you betta run fast

But she caught me on the counter (Wasn't me)
Saw me banging on the sofa (Wasn't me)
I even had her in the shower (Wasn't me)
She even caught me on camera (Wasn't me)
She saw the marks on my shoulder (Wasn't me)
Heard the words that I told her (Wasn’t me)
Heard the screams getting louder (Wasn’t me)
She stayed until it was over

Honey came in and she caught me red-handed
Creepin' with the girl next door
Picture this, we were both butt naked
Bangin' on the bathroom floor
How could I forget that I had
Given her an extra key?
All this time she was standing there
She never took her eyes off me

Wanna tell her that I'm sorry
For the pain that I've caused
I've been listenin' to your reason
It makes no sense at all
People tell her that I'm sorry
For the pain that I've caused
You may think that you're a player
But you're completely lost
That's why I sing

Honey came in and she caught me red-handed
Creepin' with the girl next door
Picture this, we were both butt naked
Bangin' on the bathroom floor
How could I forget that I had
Given her an extra key?
All this time she was standing there
She never took her eyes off me",0
"Get it together Harambee
Get it together Harambee
Get it together, get together
Get it together Harambee
Help your brother  Harambee
Help your Sister  Harambee
Help you brother, help your sister help  your brother Harambee
Tell the people Harambee
Tell the people Harambee
Tell the people, tell the people
Tell the people Harambee
Love one another Harambee
Love on another Harambee
Love one another, love one another
Get it together Harambee",1
"Precious memories, unseen angels
Sent from somewhere to my soul
How they linger, ever near me
And the sacred scenes unfold
Precious memories, how they linger
How they ever flood my soul
In the stillness of the midnight
Precious, sacred scenes unfold
Precious father, loving mother
Fly across the lonely years
And old home scenes of my childhood
In fond memory appear
In the stillness of the midnight
Echoes from the past I hear
Old-time singing, gladness bringing
From that lovely land somewhere
I remember mother praying
Father, too, on bended knee
Sun is sinking, shadows falling
But their prayers still follow me
As I travel on life's pathway
Know not what the years may hold
As I ponder, hope grows fonder
Precious memories flood my soul",1
"Sage in the cubicle

Even your tongue,
Craves for the taste of tears. . .

And you are crying again.
Misery is (you always believe) the only genuine
Emotion and sadness, the way of the real world.

She wouldn’t have any of it.
Sage in the cubicle, healer of sorts.
Three years your junior. She makes soul-talk
Sound as prosaic as aeronautical engineering.

At the end,
Her warning:
‘Stop this right now.’

What will you say of your feeling
Living with a sister who terrorizes
Even manic depressions out of your mind?
",0
"Monologue

I speak alone because
I do not know his answers.

                    And yet, you want to be heard.

I want to tell him that I have
Closed and sealed my skin.

                    Baby, I told you, love can hurt.

I have exiled my heart.

                    This is a lonely, lonely world,
                    Even with a lover.

Since I know the difference
Between believing and being in love

                    Oh! you know nothing.

I have stopped
My frantic search
For the Buddhas

                    Only they came to you,
                    In ones, twos, tens.

When I thought of
Yasodhara, his wife
Left behind alone and
Large with child . . .

                    What about the good things, eh?
                    Recollect them. Remember that
                    Memory is a mere vending machine . . 



",0
"Lover's Gifts XIII: Last Night in the Garden 

Last night in the garden I offered you my youth's foaming wine. You
lifted the cup to your lips, you shut your eyes and smiled while
I raised your veil, unbound your tresses, drawing down upon my
breast your face sweet with its silence, last night when the moon's
dream overflowed the world of slumber.
To-day in the dew-cooled calm of the dawn you are walking to
God's temple, bathed and robed in white, with a basketful of
flowers in your hand. I stand aside in the shade under the tree,
with my head bent, in the calm of the dawn by the lonely road to
the temple.",1
"Surprise, Surprise

One moment can tell a story for years, 
Passed down with twists and turns... 
But no matter how many distortions are made, 
it is the original that is truly yours. 

'Twas the first day of school, 
such an interesting day, 
I walked the halls nervously
A lack of words to say. 

Turning a corner, 
I look up and around:
A teacher asks a boy for his name, 
I myself shocked by the sound:

The name has been spoken 
and time seems to stop; 
I look up at the boy in confusion
and feel my jaw drop. 

No way! Is it really him?
You? He? That guy?
The one I thought lost
now returned, how? why? 

Was he not gone for such a period
that I'd thought his return unseen:
Now this even is so abrupt! 
It happened so quickly...
",1
"Gravity is working against me
And gravity wants to bring me down
Oh, I'll never know what makes a man
Gravity is working against me
And gravity wants to bring me down
Oh, I'll never know what makes a man
With all the love that his heart can stand
Dream of ways to throw it all away Yeah~
Gravity is working against me
And gravity wants to bring me down
Oh, twice as much ain't twice as good
And can't sustain like one half could
It's wanting more it's gonna bring it to my knees
Gravity Ahh~ stay the hell away from me
Oh, twice as much ain't twice as good
And can't sustain like one half could
It's wanting more it's gonna bring it to my knees
Gravity is working against me
And gravity wants to bring me down
Oh, I'll never know what makes a man
With all the love that his heart can stand Yeah~
Dream of ways to throw it all away
Gravity is working against me
And gravity wants to bring me down
Oh, twice as much ain't twice as good
And can't sustain like one half could
It's wanting more it's gonna bring it to my knees
Gravity won't you stay the hell away from me
Gravity has taken better man than me oh~
How could it be
Tell me how could it be oh~
Keep me where the light is come on
Keep me where the light is
Keep me where the light is
Won't you keep me where the light is
Keep me where the light is
I wanna be where the light is
I wanna be where the light is
Keep me where the light is
Keep me where the light is
I wanna be where the light is
Gravity won't you stay the hell away from me",0
"This ain't a little mascara running down my cheek
And this ain’t a little scratch that'll heal in a couple of weeks
This is more than a little smile I'm having to fake
’Cause this ain't no little girl heartache

Standing by your man
That's a broken plan
When he breaks your heart and all your trust
With his two cheating hands
So it's D-I-V-O-R-C-E
And you don't want him to see you crying
So you're crying in the rain
And this is Tammy Wynette
We're talking Tammy Wynette kind of pain

There's a sky full of tears and every single note
And every single word is wine and whiskey-soaked
So I guess it’s me and her, together in this all along
’Til I can make it on my own

Standing by your man
That's a broken plan
When he breaks your heart and all your trust
With his two cheating hands
So it’s D-I-V-O-R-C-E
And you don't want him to see you crying
So you're crying in the rain
And this is Tammy Wynette
We're talking Tammy Wynette kind of pain

Standing by your man
Well that’s a broken plan
When he breaks your heart and all your trust
With his two cheating hands
And it's D-I-V-O-R-C-E
Means this golden wedding ring
Don't mean a thing
Oh this is Tammy Wynette
This is Tammy Wynette
We're talking Tammy Wynette kind of pain",0
"Where's the harm in voicing a doubt
You'll find me in the lavatory
And where's the harm in talking out loud
When I'm on my own
What's so wrong with reading my stars
When I'll be in the lavatory
And what is so wrong with counting the cars
When I'm all alone

You're not the only one that I know
But I'm too proud to talk to you anyway
You're not the only one that I know
But I'm far too proud to talk to you any day
So I say I'm in love with the world
And what is so wrong with voicing a doubt
When I'm on my own
It's perfectly fine to sleep in a chair
From Monday 'til Saturday
And what is so wrong with talking out loud
When I'm all alone

You're not the only one that I know
But I'm too proud to talk to you anyway
You're, you're not the only one that I know
But I'm far too proud to talk to you any day
So they rode out west to the seaside
And they gladly decided to stay
After two hours wandering outside
Ooh the sea air drove them away, yeah
You're not the only one that I know
And I'm too proud to talk to you anyway
You're not the only one that I know
And I'm far too proud to talk to you any day
You're not the only one
But I'm far too proud you're so
You're young
But I know, I know, I know, I know
I'm far too proud to talk to you any day
But if you do, don't you know
That I don't mind, no, no, no",0
"The Pain Shows

When I look into your eyes, 
I see the pain you try to hide.
You try to be tough, 
But the pain shows 
The hurting, 
And the suffering that this is causing you
The pain shows
Although you act as if nothing is wrong, 
The pain shows
You try to be brave
But the pain shows
You try to hide the tears
But the pain shows
Who knew looking into your eyes would reveal so much pain


",0
"I hear people talking bad
About the way they have to live here in this country
Harping on the wars we fight
And griping 'bout the way things ought to be
And I don't mind them switching sides
And standing up for things they believe in
When they're running down our country, man
They're walking on the fighting side of me

They're walking on the fighting side of me
Running down a way of life
Our fighting men have fought and died to keep
If you don't love it, leave it
Let this song that I'm singing be a warning
When you're running down our country, hoss
You're walking on the fighting side of me

I read about some squirrely guy
Who claims that he just don't believe in fighting
And I wonder just how long
The rest of us can count on being free
They love our milk and honey
But they preach about some other way of living
When they're running down our country, man
They're walking on the fighting side of me

They're walking on the fighting side of me
Running down a way of life
Our fighting men have fought and died to keep
If you don't love it, leave it
Let this song that I'm singing be a warning
When you're running down our country, man
You're walking on the fighting side of me
You're walking on the fighting side of me
Running down a way of life
Our fighting men have fought and died to keep
If you don't love it, leave it
Let this song that I'm singing be a warning
When you're running down our country, hoss
You're walking on the fighting side of me",0
"I Will Always Be There For You

I will always be there for you,
I am your little friend..
I will always be in love with you,
all the way till the end..

I will always care for you, 
I will never leave...
you are one person,
I can never deceive

I shall go off to sleep,
much before you think,
Maybe I’m not with you,
The next second you blink

The day, when I'm not with you,
Just close your eyes
and take my name,
I promise you dear.
Your life will be the same.

I will love you more and more, 
with each rising day,
I will always be there for you
even if we are far away


 ",1
"That lipstick on your collar, well, it ain't my shade of pink
And I can tell by the smell of that perfume, it's like forty dollars too cheap
And there's a little wine stain on the pocket of your white cotton thread
Well, you drink beer and whiskey, boy, and you know I don't drink red

Found it over in the corner
Wadded up on the bedroom floor
You shoulda hid it in the closet
You shoulda burned it, you shoulda lost it

Now I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind, just say goodbye to you
All those midnights sneaking in
""I'm late again, oh, I'm so sorry""
All the Ajax in the world ain't gonna clean your dirty laundry

If the neighbors get to asking, I won't cover nothin' up
I'll tell 'em every little detail, how you drug me through the mud
I'm gonna string up your old button-down and slide it on the porch
Just in case you get the nerve to come knockin' on my door

Yeah, I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind, just say goodbye to you
All those midnights sneaking in
""I'm late again, oh, I'm so sorry""
All the Ajax in the world ain't gonna clean your dirty laundry

Found it over in the corner
Wadded up on the bedroom floor
You shoulda hid it in the closet
You shoulda burned it, you shoulda lost it

Now I'ma have to hang you out to dry, dry, dry
Clothespin all your secrets to the line, line, line
Leave 'em blowing in the wind, just say goodbye to you
All those midnights sneaking in
""I'm late again, oh, I'm so sorry""
All the Ajax in the world ain't gonna clean your dirty laundry

(Out to dry)
(To the line)
(To the line)",0
"Maran-Milan (Death-Wedding)
Why do you speak so softly, Death, Death,
Creep upon me, watch me so stealthily?
This is not how a lover should behave.
When evening flowers droop upon their tired
Stems, when cattle are brought in from the fields
After a whole day’s grazing, you, Death,
Death, approach me with such gentle steps,
Settle yourself immovably by my side.
I cannot understand the things you say.

Alas, will this be how you will take me, Death,
Death? Like a thief, laying heavy sleep
On my eyes as you descend to my heart?
Will you thus let your tread be a slow beat
In my sleep-numbed blood, your jingling ankle-bells
A drowsy rumble in my ear? Will you, Death,
Death, wrap me, finally, in your cold
Arms and carry me away while I dream?
I do not know why you thus come and go.

Tell me, is this the way you wed, Death,
Death? Unceremonially, with no
Weight of sacrament or blessing or prayer?
Will you come with your massy tawny hair
Unkempt, unbound into a bright coil-crown?
Will no one bear your victory-flag before
Or after, will no torches glow like red
Eyes along the river, Death, Death?
Will earth not quake in terror at your step?

When fierce-eyed Siva came to take his bride,
Remember all the pomp and trappings, Death,
Death: the flapping tiger-skins he wore;
His roaring bull; the serpents hissing round
His hair; the bom-bom sound as he slapped his cheeks;
The necklace of skulls swinging round his neck;
The sudden raucous music as he blew
His horn to announce his coming - was this not
A better way of wedding, Death, Death?

And as that deathly wedding-party’s din
Grew nearer, Death, Death, tears of joy
Filled Gauri’s eyes and the garments at her breast
Quivered; her left eye fluttered and her heart
Pounded; her body quailed with thrilled delight
And her mind ran away with itself, Death, Death;
Her mother wailed and smote her head at the thought
Of receiving so wild a groom; and in his mind
Her father agreed calamity had struck.

Why must you always come like a thief, Death,
Death, always silently, at night’s end,
Leaving only tears? Come to me festively,
Make the whole night ring with your triumph, blow
Your victory-conch, dress me in blood-red robes,
Grasp me by the hand and sweep me away!
Pay no heed to what others may think, Death,
Death, for I shall of my own free will
Resort to you if you but take me gloriously.

If I am immersed in work in my room
When you arrive, Death, Death, then break
My work, thrust my unreadiness aside.
If I am sleeping, sinking all desires
In the dreamy pleasure of my bed, or I lie
With apathy gripping my heart and my eyes
Flickering between sleep and waking, fill
Your conch with your destructive breath and blow,
Death, Death, and I shall run to you.

I shall go to where your boat is moored,
Death, Death, to the sea where the wind rolls
Darkness towards me from infinity.
I may see black clouds massing in the far
North-east corner of the sky; fiery snakes
Of lightning may rear up with their hoods raised,
But I shall not flinch in unfounded fear -
I shall pass silently, unswervingly
Across that red storm-sea, Death, Death.
",0
"Wherever you go I will be carcass
Whatever you see will be rotting flesh
Humanity recovered glittering etiquette
Answers her crimes with mausoleum rent

Regained your self-control
And regained your self-esteem
And blind your success inspires
And analyse, despise and scrutinise
Never knowing what you hoped for
And safe and warm but life is so silent
For the victims who have no speech
In their shapeless guilty remorse
Obliterates your meaning
Obliterates your meaning
Obliterates your meaning
Your meaning, your meaning

No birds - no birds
The sky is swollen black
No birds - no birds
Holy mass of dead insect

Come and walk down memory lane
No one sees a thing but they can pretend
Life eternal scorched grass and trees
For your love nature has haemorrhaged



""I wanted to rub, uhm, the human face in its own vomit, and force it to look in the mirror.""

And life can be as important as death
But so mediocre when there's no air, no light and no hope
Prejudice burns brighter when it's all we have to burn
The world lances youth's lamb-like winter, winter",0
"The Experiment

A curious lad from Dover
Crossed poison ivy with a four-leaf clover.
This young man was struck
With a rash of good luck,
Before his experiment was over.
",1
"You really messed up everything
You really messed up everything
If you could take it all back again
Strike up the tinderbox
Why should I be good if you're not?
This is a foul tasting medicine
A foul tasting medicine
To be trapped in your full stop

Truth will mess you up, truth will mess you up
Truth will mess you up, truth will mess you up
Truth will mess you up, truth will mess you up
Truth will mess you up, truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
Truth will mess you up
Truth will mess you up (All the good times)
When you take me back
Take me back again
Will you take me back
Take me back again

You really messed up
You really messed up
You really messed up
You really messed up this time
You really messed up
You really messed up
You really messed up
You really messed up this time
You really messed up
You really messed up
You really messed up
You really messed up this time",0
"Have Courage

life is not just waking up one morning and saying ok I want this to happen, 
it's about getting out there and going for it. . . .

life is full of surprises, 
here, there and everywhere, 
you never know where you will end up, 
or who you will end up with, 
you just have to trust your faith and keep God close.

never say never cause you know you can do it, 
never say later do it right now, 
never let people bring you down, 
they will do anything to watch you fall, 
so keep your head up and your heart strong, 
and then my dear you can never go wrong.


 ",1
"I went to work for her that summer
A teenage kid so far from home
She was a lonely widow woman
Hell-bent to make it on her own
We were a thousand miles from nowhere
Wheat fields as far as I could see
Both needing somethin' from each other
Not knowin' yet what that might be

'Til she came to me one evenin'
Hot cup of coffee and a smile
In a dress that I was certain
She hadn't worn in quite a while
There was a difference in her laughter
There was a softness in her eyes
And on the air there was a hunger
Even a boy could recognize

She had a need to feel the thunder
To chase the lightnin' from the sky
To watch a storm with all its wonder
Ragin' in her lover's eyes
She had to ride the heat of passion
Like a comet burnin' bright
Rushin' headlong in the wind, out where only dreams have been
Burnin' both ends of the night

That summer wind was all around me
Nothin' between us but the night
And when I told her that I'd never
She softly whispered that's alright
And then I watched her hands of leather
Turn to velvet in a touch
There's never been another summer
When I have ever learned so much

We had a need to feel the thunder
To chase the lightnin' from the sky
To watch a storm with all its wonder
Ragin' in each others eyes
We had to ride the heat of passion
Like a comet burnin' bright
Rushin' headlong in the wind, out where only dreams have been
Burnin' both ends of the night

I often think about that summer
The sweat, the moonlight and the lace
And I have rarely held another
When I haven't seen her face
And every time I pass a wheat field
And watch it dancin' with the wind
Although I know it isn't real, I just can't help but feel
Her hungry arms again

She had a need to feel the thunder
To chase the lightnin' from the sky
To watch a storm with all its wonder
Ragin' in her lover's eyes
She had to ride the heat of passion
Like a comet burnin' bright
Rushin' headlong in the wind, out where only dreams have been
Burnin' both ends of the night

Rushin' headlong in the wind, out where only dreams have been
Burnin' both ends of the night",1
"My computer thinks I'm gay
I threw that piece of junk away
On the Champs-Élysées
As I was walking home
This is my last communiqué
Down the superhighway
All that I have left to say in a single tome

I got too many friends
Too many people that I'll never meet
And I'll never be there for
I'll never be there for
Cause I'll never be there
If I could give it all away
Will it come back to me someday?
Like a needle in the hay or an expensive stone
I got a reason to declaim
The applications are to blame
For all my sorrow and my pain
A feeling so alone

My computer thinks I'm gay
What's the difference anyway
When all the people do all day
Is stare into a phone

I'll never be there ",0
"(Kid A, Kid A)
(Kid A, Kid A)

Everything
Everything
Everything
Everything
In its right place
In its right place
In its right place
In its right place

Yesterday I woke up sucking a lemon
Yesterday I woke up sucking a lemon
Yesterday I woke up sucking a lemon
Yesterday I woke up sucking a lemon

Everything
Everything
Everything
In its right place
In its right place
In its right place
Right place

There are two colours in my head
There are two colours in my head
What, what is that you tried to say?
What, what was that you tried to say?
Tried to say, tried to say
Tried to say, tried to say

Everything
Everything
Everything",0
"I do swear that I'll always be there
I'd give anything and everything and I will always care
Through weakness and strength, happiness and sorrow
For better for worse, I will love you
With every beat of my heart

From this moment life has begun
From this moment, you are the one
Right beside you is where I belong
From this moment on
From this moment I have been blessed
I live only for your happiness
And for your love, I'd give my last breath
From this moment on

I give my hand to you with all my heart
I can't wait to live my life with you, can't wait to start
You and I will never be apart
My dreams came true because of you

From this moment, as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment on
Ohh

You're the reason I believe in love
And you're the answer to my prayers from up above
All we need is just the two of us
My dreams came true because of you

From this moment as long as I live
I will love you, I promise you this
There is nothing I wouldn't give
From this moment

I will love you (I will love you) as long as I live
From this moment on (on)
Mmm, mmm",1
"I am the son and the heir
Of a shyness that is criminally vulgar
I am the son and heir of nothing in particular

You shut your mouth
How can you say I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does

I am the son and the heir
Of a shyness that is criminally vulgar
I am the son and heir of nothing in particular

You shut your mouth
How can you say I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does

There's a club, if you'd like to go
You could meet somebody who really loves you
So you go and you stand on your own
And you leave on your own
And you go home and you cry and you want to die
When you say ""it's gonna happen now""
When exactly do you mean?
See I've already waited too long
And all my hope is gone

You shut your mouth
How can you say I go about things the wrong way?
I am human and I need to be loved
Just like everybody else does",0
"Time To Stop Struggling

Life is unfair, sometimes the misery we can't bear.. 
This was a feeling I could never share...
I am strong, strong enough to move on from this pain, 
I won't feel the shame, my life is not a game, 
tired of these tears and my fears... 
I will cherish my inspirations... 
I will find my dream, I promise, that's what I will achieve.. 
I will find a way to leave.. 
I'm not who you will deceive.. 
I believe in miracles, these people laugh like it's hysterical... 
I won't fall, I may be lost but I will be found...
One day I will find the perfect life, life will run beautifully, I will fly like a butterfly through the night, will have a pleasant sight, afraid but I will fight... 
No boundaries, free my mind of all the pressure, leaving here will be my pleasure.. 
I want so much to be free, so much I want to see... 
I want to reach the sky, I want so bad too fly... 
See, I use to be a fool when I let you treat me cruel... 
I made a mistake but I wont let my self break.. 
Leave me, for gods sake... 
So now I kneel down to pray, for these times of struggle I will just say, I'll leave in your hands. God, I will let go..


",1
"Night Flights
 
 
I'm closer to the night sky
than to the earth below me
here amongst the peaceful stars
whose dazzling lights enclose me

I've sat upon the crescent moon
spoke of many wishes and dreams 
I've watched the glow of shooting stars
fall down in spiralled streams

I'm sure I saw the spherical shimmer
of other planets far beyond here
I sent subliminal thoughts to them
in the hope that they would answer

I cried tears of loss and happiness
for loved ones who breathe no more
I miss their presence in my life
and the times we shared before

I know that with times passage
hope will slowly flower and grow
I feel its touch within my soul
warming me and making me whole

I've spent many a night flying free
adrift in heavens splendour
I'll stay in this velvet blue haven
until the sun, my soul awakens
 ",1
"Let's swim to the moon, uh huh
Let's climb through the tide
Penetrate the evening that the
City sleeps to hide
Let's swim out tonight, love
It's our turn to try
Parked beside the ocean
On our moonlight drive
Let's swim to the moon, uh huh
Let's climb through the tide
Surrender to the waiting worlds
That lap against our side
Nothing left open
And no time to decide
We've stepped into a river
On our moonlight drive
Let's swim to the moon
Let's climb through the tide
You reach your hand to hold me
But I can't be your guide
Easy, I love you
As I watch you glide
Falling through wet forests
On our moonlight drive, baby
Moonlight drive
Come on baby, gonna take a little ride
Down, down by the ocean side
Gonna get real close
Get real tight
Baby gonna drown tonight
Goin' down, down, down",1
"Uh, me and my niggas tryna get it, ya bish (ya bish)
Hit the house lick: tell me, is you wit' it, ya bish? (ya bish)
Home invasion was persuasive (was persuasive)
From nine to five I know it's vacant, ya bish (ya bish)
Dreams of livin' life like rappers do (like rappers do)
Back when condom wrappers wasn't cool (they wasn't cool)
I fucked Sherane and went to tell my bros (tell my bros)
Then Usher Raymond ""Let It Burn"" came on (""Let Burn"" came on)
Hot sauce all in our Top Ramen, ya bish (ya bish)
Park the car, then we start rhymin', ya bish (ya bish)
The only thing we had to free our mind (free our mind)
Then freeze that verse when we see dollar signs (see dollar signs)
You lookin' like a easy come-up, ya bish (ya bish)
A silver spoon I know you come from, ya bish (ya bish)
And that's a lifestyle that we never knew (we never knew)
Go at a reverend for the revenue

It go Halle Berry or hallelujah
Pick your poison, tell me what you doin'
Everybody gon' respect the shooter
But the one in front of the gun lives forever
(The one in front of the gun, forever)
And I been hustlin' all day
This-a-way, that-a-way
Through canals and alleyways, just to say
Money trees is the perfect place for shade
And that's just how I feel, nah, nah
A dollar might just fuck your main bitch
That's just how I feel, nah
A dollar might say fuck them niggas that you came with
That's just how I feel, nah, nah
A dollar might just make that lane switch
That's just how I feel, nah
A dollar might turn to a million and we all rich
That's just how I feel

Dreams of livin' life like rappers do (like rappers do)
Bump that new E-40 after school (way after school)
You know, “Big Ballin' With My Homies” (my homies)
Earl Stevens had us thinkin' rational (thinkin' rational)
Back to reality, we poor, ya bish (ya bish)
Another casualty at war, ya bish (ya bish)
Two bullets in my Uncle Tony head (my Tony head)
He said one day I'll be on tour, ya bish (ya bish)
That Louis Burgers never be the same (won't be the same)
A Louis belt will never ease that pain (won't ease that pain)
But I'ma purchase when that day is jerkin' (that day is jerkin')
Pull off at Church's, with Pirellis skirtin' (Pirellis skirtin')
Gang signs out the window, ya bish (ya bish)
Hopin' all of 'em offend you, ya bish (ya bish)
They say your hood is a pot of gold (a pot of gold)
And we gon' crash it when nobody's home

It go Halle Berry or hallelujah
Pick your poison, tell me what you doin'
Everybody gon' respect the shooter
But the one in front of the gun lives forever
(The one in front of the gun, forever)
And I been hustlin' all day
This-a-way, that-a-way
Through canals and alleyways, just to say
Money trees is the perfect place for shade
And that's just how I feel, nah, nah
A dollar might just fuck your main bitch
That's just how I feel, nah
A dollar might say fuck them niggas that you came with
That's just how I feel, nah, nah
A dollar might just make that lane switch
That's just how I feel, nah
A dollar might turn to a million and we all rich
That's just how I feel

Be the last one out to get this dough? No way!
Love one of you bucket-headed hoes? No way!
Hit the streets, then we break the code? No way!
Hit the brakes when they on patrol? No way!
Be the last one out to get this dough? No way!
Love one of you bucket-headed hoes? No way!
Hit the streets, then we break the code? No way!
Hit the brakes when they on patrol? No way!

Imagine Rock up in them projects
Where them niggas pick your pockets
Santa Claus don't miss them stockings
Liquors spillin', pistols poppin'
Bakin' soda YOLA whippin'
Ain't no turkey on Thanksgivin'
My homeboy just dome'd a nigga
I just hope the Lord forgive him
Pots with cocaine residue
Every day I'm hustlin'
What else is a thug to do
When you eatin' cheese from the government?
Gotta provide for my daughter n'em
Get the fuck up out my way, bish
Got that drum and I got them bands
Just like a parade, bish
Drop that work up in the bushes
Hope them boys don't see my stash
If they do, tell the truth
This the last time you might see my ass
From the gardens where the grass ain't cut
Them serpents lurkin', Blood
Bitches sellin' pussy, niggas sellin' drugs
But it's all good
Broken promises, steal your watch
And tell you what time it is
Take your J's and tell you to kick it where a FootLocker is
In the streets with a heater under my Dungarees
Dreams of me gettin' shaded under a money tree

It go Halle Berry or hallelujah
Pick your poison, tell me what you doin'
Everybody gon' respect the shooter
But the one in front of the gun lives forever
(The one in front of the gun, forever)
And I been hustlin' all day
This-a-way, that-a-way
Through canals and alleyways, just to say
Money trees is the perfect place for shade
And that's just how I feel

K’s Mom: Kendrick, just bring my car back, man. I called in for another appointment. I figured you weren’t gonna be back here on time anyways. Look, shit, shit, I just wanna get out the house, man. This man is on one, he feelin' good as a motherfucker. Shit, I’m tryna get my thing goin', too. Just bring my car back. Shit, he faded. He feelin' good. Look, listen to him!
K’s Dad: Girl, girl, I want your body, I want your body, 'cause of that big ol’ fat ass. Girl, girl, I want your body, I want your body, 'cause of that big ol’ fat ass
K’s Mom: See, he high as hell. Shit, and he ain’t even trippin' off them damn dominoes anymore. Just bring the car back!
K’s Dad: Did somebody say dominoes?",0
"My life is over
Over since the night she died
I sit, I sigh, I weep
I'm dying, dying, dying in deep pain

This time it'll make a difference now
This time it'll make a difference now
This pain I think it only gets deep regret
And where I'm going I don't know now

Shattered
Somebody help me now
My only exit is a one way out of here
I've been Shattered Somebody pull me out
I'm only dying, I'm only dying

This time it's over
Over since the night she died
I sit, I sigh, I weep
I'm dying, dying, dying in deep pain

This time it'll make a difference now
This time it'll make a difference now
This pain I think it only gets deep regret
And where I'm going I don't know now

Dear God, I'll make a change for the better
My life you can spare till tomorrow I know

Shattered
Somebody help me now
My only exit is a one way exit out of here
Can't you see that I'm Shattered
Somebody pull me out
I'm only dying I'm only dying
(Jesus is knocking on the door of your heart today)",0
"The Snake Charmer

WHITHER dost thou hide from the magic of my flute-call? 
In what moonlight-tangled meshes of perfume, 
Where the clustering keovas guard the squirrel's slumber, 
Where the deep woods glimmer with the jasmine's bloom?

I'll feed thee, O beloved, on milk and wild red honey, 
I'll bear thee in a basket of rushes, green and white, 
To a palace-bower where golden-vested maidens 
Thread with mellow laughter the petals of delight.

Whither dost thou loiter, by what murmuring hollows, 
Where oleanders scatter their ambrosial fire? 
Come, thou subtle bride of my mellifluous wooing, 
Come, thou silver-breasted moonbeam of de- sire! ",1
